Date,Price,Open,High,Low,Vol.,Change %
19-Sep-19,"10,834.23","10,988.20","10,988.20","10,800.64",56.98M,-1.28%
18-Sep-19,"10,974.26","10,986.86","11,011.91","10,931.62",43.24M,0.27%
17-Sep-19,"10,944.63","11,144.88","11,144.96","10,926.95",37.37M,-1.71%
16-Sep-19,"11,135.23","11,150.95","11,188.16","11,102.27",39.36M,-0.61%
13-Sep-19,"11,203.14","11,135.97","11,210.72","11,070.13",56.43M,0.81%
12-Sep-19,"11,112.78","11,178.29","11,212.96","11,097.85",57.96M,-0.40%
11-Sep-19,"11,157.27","11,140.42","11,175.49","11,128.62",53.57M,0.38%
9-Sep-19,"11,114.99","11,055.20","11,138.19","11,004.92",41.90M,0.55%
6-Sep-19,"11,054.09","10,992.75","11,063.48","10,976.70",41.21M,0.86%
5-Sep-19,"10,960.23","10,980.54","11,027.42","10,933.46",46.94M,0.08%
4-Sep-19,"10,951.01","10,918.28","10,964.49","10,848.63",43.88M,0.37%
3-Sep-19,"10,911.18","11,093.70","11,093.76","10,884.33",42.82M,-2.05%
30-Aug-19,"11,139.78","11,099.73","11,159.54","10,990.03",50.52M,0.76%
29-Aug-19,"11,055.75","11,120.45","11,120.45","11,018.82",49.59M,-0.74%
28-Aug-19,"11,137.85","11,207.61","11,225.36","11,082.26",45.78M,-0.58%
27-Aug-19,"11,202.96","11,188.01","11,237.07","11,143.17",58.83M,0.56%
26-Aug-19,"11,140.85","11,110.81","11,151.53","10,844.98",64.13M,2.06%
23-Aug-19,"10,915.46","10,808.61","10,949.20","10,722.86",59.87M,0.80%
22-Aug-19,"10,828.63","11,010.16","11,010.16","10,809.97",99.81M,-1.60%
21-Aug-19,"11,004.63","11,100.86","11,122.34","10,995.53",48.76M,-0.91%
20-Aug-19,"11,105.84","11,158.99","11,169.95","11,074.06",35.49M,-0.37%
19-Aug-19,"11,146.72","11,180.74","11,240.95","11,136.44",29.95M,0.07%
16-Aug-19,"11,139.29","11,136.92","11,159.58","11,016.77",42.26M,0.13%
14-Aug-19,"11,124.48","11,094.75","11,167.96","11,032.08",121.57M,0.96%
13-Aug-19,"11,018.95","11,262.48","11,262.48","10,997.91",47.66M,-1.79%
9-Aug-19,"11,219.80","11,190.61","11,292.96","11,169.07",55.81M,0.75%
8-Aug-19,"11,136.10","10,999.49","11,158.35","10,955.20",45.66M,1.56%
7-Aug-19,"10,964.78","11,068.22","11,087.40","10,943.06",53.09M,-0.84%
6-Aug-19,"11,057.24","10,925.45","11,120.59","10,916.33",41.41M,0.83%
5-Aug-19,"10,966.43","11,025.57","11,025.57","10,888.81",44.22M,-1.16%
2-Aug-19,"11,095.16","11,050.84","11,176.06","10,940.82",53.47M,0.16%
1-Aug-19,"11,077.33","11,184.14","11,184.14","10,978.17",40.84M,-1.19%
31-Jul-19,"11,210.78","11,131.52","11,235.54","11,082.09",45.79M,0.41%
30-Jul-19,"11,164.83","11,297.62","11,357.71","11,152.14",41.13M,-1.02%
29-Jul-19,"11,280.27","11,416.49","11,416.49","11,243.18",37.85M,-0.89%
26-Jul-19,"11,381.60","11,344.52","11,402.10","11,302.34",41.28M,0.34%
25-Jul-19,"11,343.33","11,374.35","11,447.60","11,329.13",32.30M,-0.05%
24-Jul-19,"11,349.56","11,432.27","11,456.20","11,316.43",37.94M,-0.69%
23-Jul-19,"11,428.85","11,479.95","11,493.52","11,405.56",33.95M,-0.21%
22-Jul-19,"11,452.76","11,523.07","11,523.07","11,399.14",39.52M,-0.63%
19-Jul-19,"11,524.84","11,756.13","11,758.41","11,504.48",43.41M,-1.57%
18-Jul-19,"11,709.14","11,810.55","11,810.55","11,699.58",42.08M,-0.89%
17-Jul-19,"11,814.21","11,804.68","11,832.90","11,779.95",36.71M,0.17%
16-Jul-19,"11,794.02","11,728.06","11,799.53","11,692.01",41.24M,0.70%
15-Jul-19,"11,711.81","11,749.74","11,751.90","11,654.73",29.94M,0.29%
12-Jul-19,"11,678.11","11,730.30","11,762.01","11,665.21",26.11M,-0.18%
11-Jul-19,"11,698.68","11,668.47","11,712.66","11,638.81",29.80M,0.73%
10-Jul-19,"11,613.82","11,671.31","11,713.88","11,596.51",28.24M,-0.52%
9-Jul-19,"11,674.15","11,679.89","11,698.25","11,575.51",37.79M,0.01%
8-Jul-19,"11,672.81","11,910.89","11,910.89","11,640.58",44.74M,-2.12%
5-Jul-19,"11,926.02","12,092.73","12,104.76","11,909.91",47.49M,-1.16%
4-Jul-19,"12,066.51","12,067.47","12,088.69","12,049.41",27.91M,0.19%
3-Jul-19,"12,043.32","12,058.52","12,067.05","12,014.06",29.43M,0.11%
2-Jul-19,"12,030.31","12,020.21","12,035.44","11,940.24",25.51M,0.37%
1-Jul-19,"11,985.71","11,951.27","12,005.54","11,951.27",23.82M,0.64%
28-Jun-19,"11,909.67","11,978.07","11,988.72","11,897.05",26.86M,-0.45%
27-Jun-19,"11,964.07","11,968.31","12,020.84","11,942.37",28.11M,0.06%
26-Jun-19,"11,956.85","11,880.62","11,979.88","11,863.84",29.81M,0.48%
25-Jun-19,"11,899.38","11,811.54","11,913.17","11,756.23",25.60M,0.77%
24-Jun-19,"11,808.16","11,826.44","11,858.83","11,781.25",51.44M,-0.18%
21-Jun-19,"11,828.99","11,928.97","11,929.30","11,807.71",39.22M,-0.83%
20-Jun-19,"11,928.25","11,761.42","11,938.48","11,720.90",42.66M,1.26%
19-Jun-19,"11,780.27","11,827.20","11,892.88","11,711.51",40.75M,-0.07%
18-Jun-19,"11,788.52","11,788.54","11,821.30","11,737.93",35.74M,0.20%
17-Jun-19,"11,764.98","11,935.66","11,942.09","11,751.45",30.31M,-1.31%
14-Jun-19,"11,920.88","12,030.65","12,030.88","11,897.66",39.64M,-0.78%
13-Jun-19,"12,015.10","11,996.69","12,031.29","11,922.92",44.70M,0.01%
12-Jun-19,"12,013.38","12,090.51","12,091.51","11,982.82",28.63M,-0.58%
11-Jun-19,"12,082.88","12,060.49","12,114.28","12,012.42",35.06M,0.43%
10-Jun-19,"12,030.69","12,033.02","12,084.52","11,986.59",34.38M,0.41%
7-Jun-19,"11,982.01","11,974.07","12,006.74","11,876.63",35.35M,0.17%
6-Jun-19,"11,961.66","12,156.58","12,158.95","11,948.05",50.12M,-1.51%
4-Jun-19,"12,144.50","12,194.10","12,224.08","12,131.57",38.45M,-0.50%
3-Jun-19,"12,205.05","12,072.85","12,215.39","12,046.89",58.74M,1.34%
31-May-19,"12,044.07","12,107.52","12,156.32","11,953.43",46.40M,-0.14%
30-May-19,"12,061.47","12,005.03","12,079.03","11,983.19",40.42M,0.69%
29-May-19,"11,979.37","12,058.95","12,059.00","11,957.93",35.30M,-0.66%
28-May-19,"12,059.42","12,069.89","12,076.61","11,997.89",48.16M,0.17%
27-May-19,"12,039.03","11,979.25","12,073.44","11,925.06",50.21M,0.69%
24-May-19,"11,957.01","11,836.53","11,967.06","11,769.00",50.41M,1.69%
23-May-19,"11,757.91","11,971.57","12,130.87","11,713.41",73.93M,-0.55%
22-May-19,"11,823.39","11,833.21","11,866.82","11,775.22",52.67M,0.22%
21-May-19,"11,797.13","11,955.49","11,976.28","11,771.50",66.45M,-1.02%
20-May-19,"11,919.13","11,724.40","11,934.44","11,688.03",62.24M,3.68%
17-May-19,"11,495.68","11,373.83","11,512.47","11,347.22",47.51M,1.29%
16-May-19,"11,348.85","11,270.63","11,381.83","11,236.66",48.76M,0.82%
15-May-19,"11,256.50","11,375.72","11,392.13","11,238.03",47.83M,-0.58%
14-May-19,"11,322.61","11,261.10","11,393.41","11,207.80",53.24M,0.61%
13-May-19,"11,254.10","11,395.80","11,411.14","11,228.72",39.45M,-1.22%
10-May-19,"11,393.32","11,437.39","11,461.44","11,367.68",42.63M,-0.20%
9-May-19,"11,415.88","11,460.13","11,470.33","11,366.84",37.73M,-0.46%
8-May-19,"11,468.80","11,598.10","11,598.99","11,457.23",42.95M,-1.20%
7-May-19,"11,607.69","11,763.92","11,769.36","11,597.14",35.21M,-0.86%
6-May-19,"11,707.92","11,754.81","11,754.81","11,687.20",36.95M,-0.95%
3-May-19,"11,820.36","11,844.72","11,871.51","11,806.89",31.84M,-0.12%
2-May-19,"11,834.39","11,871.78","11,909.15","11,819.68",46.20M,-0.28%
30-Apr-19,"11,868.07","11,885.26","11,887.71","11,787.48",53.67M,-0.15%
26-Apr-19,"11,885.52","11,839.78","11,896.32","11,814.65",33.72M,0.71%
25-Apr-19,"11,802.22","11,893.57","11,947.61","11,784.46",35.97M,-0.68%
24-Apr-19,"11,883.11","11,771.26","11,893.12","11,740.46",31.77M,1.19%
23-Apr-19,"11,743.77","11,791.90","11,809.45","11,730.06",29.32M,-0.13%
22-Apr-19,"11,758.55","11,922.15","11,922.27","11,742.31",41.11M,-1.37%
18-Apr-19,"11,922.47","12,012.51","12,029.44","11,907.82",34.74M,-0.40%
16-Apr-19,"11,970.11","11,911.54","11,993.43","11,911.54",39.39M,0.81%
15-Apr-19,"11,873.62","11,843.65","11,890.14","11,836.73",41.64M,0.38%
12-Apr-19,"11,829.17","11,802.23","11,841.76","11,771.09",39.09M,0.42%
11-Apr-19,"11,779.51","11,776.75","11,790.50","11,736.14",39.04M,0.13%
10-Apr-19,"11,764.76","11,840.79","11,860.81","11,754.93",40.35M,-0.73%
9-Apr-19,"11,851.35","11,793.49","11,862.68","11,747.43",40.57M,0.57%
8-Apr-19,"11,784.18","11,874.94","11,891.35","11,735.53",40.62M,-0.52%
5-Apr-19,"11,845.89","11,825.80","11,870.97","11,798.54",45.38M,0.53%
4-Apr-19,"11,783.63","11,842.99","11,844.23","11,742.11",85.63M,-0.34%
3-Apr-19,"11,824.26","11,920.70","11,943.65","11,809.84",47.06M,-0.52%
2-Apr-19,"11,886.47","11,893.45","11,902.65","11,839.48",62.39M,0.23%
1-Apr-19,"11,859.50","11,863.63","11,931.48","11,840.87",50.60M,0.43%
29-Mar-19,"11,809.19","11,784.26","11,822.56","11,760.06",55.85M,0.56%
28-Mar-19,"11,743.11","11,644.17","11,760.32","11,627.20",40.83M,1.08%
27-Mar-19,"11,617.81","11,685.66","11,715.68","11,587.48",45.20M,-0.26%
26-Mar-19,"11,648.42","11,553.14","11,665.09","11,533.22",39.19M,1.03%
25-Mar-19,"11,529.26","11,592.10","11,592.10","11,488.67",44.73M,-0.87%
22-Mar-19,"11,630.81","11,719.96","11,753.41","11,611.43",61.28M,-0.60%
20-Mar-19,"11,701.22","11,737.12","11,744.23","11,687.90",48.82M,-0.14%
19-Mar-19,"11,717.50","11,680.55","11,725.51","11,643.43",189.93M,0.63%
18-Mar-19,"11,644.47","11,650.73","11,716.15","11,604.65",199.47M,0.21%
15-Mar-19,"11,620.08","11,556.97","11,680.34","11,555.70",40.63M,0.59%
14-Mar-19,"11,551.66","11,577.14","11,595.19","11,523.75",35.23M,-0.01%
13-Mar-19,"11,553.12","11,541.78","11,565.07","11,495.92",42.14M,0.29%
12-Mar-19,"11,519.58","11,455.25","11,543.32","11,453.61",45.59M,1.07%
11-Mar-19,"11,397.18","11,268.42","11,411.67","11,266.69",37.60M,1.34%
8-Mar-19,"11,246.36","11,273.20","11,273.20","11,216.92",78.79M,-0.17%
7-Mar-19,"11,266.05","11,295.85","11,304.34","11,242.47",41.84M,0.03%
6-Mar-19,"11,263.12","11,236.68","11,275.48","11,219.54",41.20M,0.57%
5-Mar-19,"11,199.80","11,078.33","11,203.35","11,023.02",48.04M,1.26%
1-Mar-19,"11,060.21","11,030.71","11,074.12","11,021.36",37.51M,0.65%
28-Feb-19,"10,988.69","11,025.95","11,040.29","10,974.52",26.50M,0.03%
27-Feb-19,"10,985.30","11,050.89","11,126.99","10,933.67",38.13M,-0.18%
26-Feb-19,"11,005.08","10,991.00","11,061.36","10,892.43",42.69M,-0.43%
25-Feb-19,"11,052.68","10,991.67","11,059.82","10,965.76",31.03M,0.85%
22-Feb-19,"10,959.31","10,951.48","10,973.25","10,925.20",34.45M,0.14%
21-Feb-19,"10,944.01","10,907.96","10,964.11","10,877.40",27.70M,0.54%
20-Feb-19,"10,884.70","10,807.72","10,896.28","10,796.54",27.49M,1.22%
19-Feb-19,"10,753.93","10,791.07","10,870.70","10,736.72",24.97M,-0.23%
18-Feb-19,"10,778.22","10,884.28","10,900.40","10,769.21",29.87M,-0.85%
15-Feb-19,"10,870.11","10,945.23","10,952.77","10,775.17",42.52M,-0.46%
14-Feb-19,"10,920.23","10,953.35","10,960.98","10,890.01",53.45M,-0.27%
13-Feb-19,"10,949.74","11,037.25","11,060.73","10,931.27",31.48M,-0.47%
12-Feb-19,"11,001.24","11,064.76","11,087.25","10,991.51",29.49M,-0.54%
11-Feb-19,"11,060.93","11,135.84","11,136.72","11,032.18",35.81M,-0.62%
8-Feb-19,"11,129.97","11,248.74","11,251.19","11,112.05",42.73M,-1.25%
7-Feb-19,"11,271.26","11,259.87","11,315.01","11,243.29",36.25M,0.25%
6-Feb-19,"11,242.71","11,157.20","11,256.73","11,148.90",33.16M,1.06%
5-Feb-19,"11,124.91","11,122.57","11,156.46","11,097.02",38.91M,0.03%
4-Feb-19,"11,121.53","11,121.91","11,133.79","11,031.21",35.18M,0.01%
1-Feb-19,"11,120.92","11,080.68","11,209.04","11,035.83",58.89M,0.60%
31-Jan-19,"11,054.82","10,932.97","11,058.02","10,908.68",40.64M,1.64%
30-Jan-19,"10,876.62","10,942.02","10,949.28","10,842.43",40.13M,-0.06%
29-Jan-19,"10,883.13","10,898.82","10,921.83","10,821.23",38.44M,-0.03%
28-Jan-19,"10,886.11","11,041.66","11,046.63","10,860.45",47.49M,-1.22%
25-Jan-19,"11,020.48","11,122.19","11,182.64","10,996.15",49.10K,-0.73%
24-Jan-19,"11,101.58","11,103.08","11,116.44","11,059.95",37.59K,0.09%
23-Jan-19,"11,092.12","11,190.46","11,201.14","11,073.92",29.60K,-0.74%
22-Jan-19,"11,174.48","11,215.81","11,215.85","11,112.62",31.18K,-0.23%
21-Jan-19,"11,199.76","11,187.21","11,247.27","11,152.97",33.87K,0.31%
18-Jan-19,"11,165.66","11,196.12","11,208.42","11,127.58",36.79K,-0.13%
17-Jan-19,"11,180.60","11,194.08","11,213.66","11,124.45",38.43K,0.10%
16-Jan-19,"11,169.29","11,183.62","11,213.47","11,158.01",32.68K,0.03%
15-Jan-19,"11,165.97","11,054.76","11,174.46","11,054.76",36.64K,1.26%
14-Jan-19,"11,027.30","11,109.59","11,111.95","10,980.90",38.02K,-0.47%
11-Jan-19,"11,079.83","11,133.79","11,140.39","11,031.30",31.49K,-0.27%
10-Jan-19,"11,110.03","11,143.36","11,146.20","11,094.59",34.94K,-0.17%
9-Jan-19,"11,128.57","11,133.87","11,149.89","11,029.63",42.05K,0.43%
8-Jan-19,"11,081.36","11,077.88","11,099.16","11,019.64",30.79K,0.30%
7-Jan-19,"11,048.40","11,099.50","11,117.48","11,033.65",31.71K,0.30%
4-Jan-19,"11,015.74","10,987.92","11,031.54","10,922.08",34.83K,0.50%
3-Jan-19,"10,961.27","11,092.53","11,115.20","10,951.13",36.30K,-1.06%
2-Jan-19,"11,079.01","11,179.94","11,192.69","11,032.74",35.23K,-1.09%
