Date,Price,Open,High,Low,Vol.,Change %
19-Aug-19,"29,562.42","28,764.63","29,609.16","28,670.98",-,2.77%
16-Aug-19,"28,764.63","29,429.07","29,429.07","28,691.79",-,-2.26%
9-Aug-19,"29,429.07","29,737.98","30,034.68","29,332.80",-,-1.04%
8-Aug-19,"29,737.98","30,277.45","30,277.45","29,400.28",-,-1.78%
7-Aug-19,"30,277.45","31,000.67","31,000.67","30,229.38",-,-2.33%
6-Aug-19,"31,000.67","31,180.80","31,330.04","30,946.73",-,-0.58%
5-Aug-19,"31,180.80","31,666.41","31,666.41","30,978.96",-,-1.53%
2-Aug-19,"31,666.41","31,839.11","31,842.30","31,434.14",-,-0.54%
1-Aug-19,"31,839.11","31,938.48","32,060.58","31,780.92",-,-0.31%
31-Jul-19,"31,938.48","31,658.12","31,968.78","31,545.26",-,0.89%
30-Jul-19,"31,658.12","31,734.23","31,774.21","31,485.76",40.95M,-0.24%
29-Jul-19,"31,734.23","32,103.27","32,122.09","31,717.76",37.37M,-1.15%
26-Jul-19,"32,103.27","32,438.51","32,439.16","32,031.98",67.30M,-1.06%
25-Jul-19,"32,446.40","32,484.35","32,502.22","32,150.26",54.38M,0.14%
24-Jul-19,"32,401.40","32,726.15","32,765.08","32,348.91",72.69M,-0.96%
23-Jul-19,"32,715.88","32,602.00","32,758.44","32,455.10",79.62M,0.40%
22-Jul-19,"32,584.55","32,625.27","32,723.68","32,391.55",38.19M,0.39%
19-Jul-19,"32,458.77","32,251.51","32,549.31","31,901.28",106.39M,0.46%
18-Jul-19,"32,309.54","32,949.25","33,014.74","32,223.54",71.67M,-2.04%
17-Jul-19,"32,981.99","33,028.93","33,381.32","32,835.05",93.84M,0.03%
16-Jul-19,"32,972.02","32,914.92","33,093.79","32,604.64",119.50M,0.04%
15-Jul-19,"32,958.35","33,644.53","33,646.59","32,895.82",52.23M,-2.12%
12-Jul-19,"33,672.49","33,865.68","34,001.76","33,599.48",43.37M,-0.60%
11-Jul-19,"33,875.40","33,879.14","33,957.79","33,724.98",23.39M,0.10%
10-Jul-19,"33,840.05","33,887.27","33,955.00","33,796.91",25.85M,-0.05%
9-Jul-19,"33,855.58","33,750.85","34,051.01","33,656.21",48.35M,0.33%
8-Jul-19,"33,742.68","34,184.57","34,229.63","33,686.20",46.79M,-1.31%
5-Jul-19,"34,190.02","34,525.67","34,536.70","34,062.98",42.35M,-1.10%
4-Jul-19,"34,570.62","35,132.54","35,279.32","34,466.62",88.95M,-0.93%
3-Jul-19,"34,896.55","34,320.93","34,938.44","34,320.93",99.35M,1.72%
2-Jul-19,"34,307.11","34,013.28","34,340.23","33,918.97",73.91M,0.91%
1-Jul-19,"33,996.33","33,963.89","34,068.58","33,825.85",37.68M,0.28%
28-Jun-19,"33,901.58","33,776.38","33,936.23","33,409.50",149.24M,0.38%
27-Jun-19,"33,774.42","34,101.39","34,261.92","33,521.38",111.73M,-0.92%
26-Jun-19,"34,088.56","34,261.32","34,290.58","33,731.94",115.48M,-0.30%
25-Jun-19,"34,190.62","34,416.62","34,450.86","33,984.60",106.96M,-0.82%
24-Jun-19,"34,471.95","35,147.18","35,194.64","34,368.46",58.10M,-1.86%
21-Jun-19,"35,125.25","35,106.58","35,207.59","35,036.62",81.67M,0.37%
20-Jun-19,"34,995.91","34,691.80","35,061.54","34,645.96",92.01M,0.98%
19-Jun-19,"34,656.12","34,673.53","34,813.90","34,522.41",74.20M,-0.07%
18-Jun-19,"34,681.72","35,166.09","35,186.09","34,608.61",82.05M,-1.39%
17-Jun-19,"35,168.82","35,601.39","35,625.47","35,110.73",87.30M,-1.14%
14-Jun-19,"35,572.95","35,443.40","35,659.35","35,295.64",129.02M,0.48%
13-Jun-19,"35,403.07","34,880.34","35,501.37","34,858.14",118.53M,1.33%
12-Jun-19,"34,937.93","34,617.62","35,137.56","34,608.32",113.58M,0.80%
11-Jun-19,"34,659.85","34,567.55","34,798.60","34,267.59",93.10M,0.27%
10-Jun-19,"34,567.55","35,505.29","35,505.29","34,468.16",74.89M,-2.64%
3-Jun-19,"35,505.29","35,890.48","35,890.48","35,425.32",92.62M,-1.31%
30-May-19,"35,974.79","36,218.83","36,536.78","35,655.25",176.40M,0.04%
29-May-19,"35,959.43","35,083.36","35,993.61","35,083.36",151.48M,2.89%
28-May-19,"34,949.28","35,690.61","35,709.12","34,900.07",122.79M,-2.10%
27-May-19,"35,697.37","35,818.33","35,892.29","35,610.41",94.51M,-0.02%
24-May-19,"35,703.81","35,635.17","35,766.70","35,435.91",110.42M,0.34%
23-May-19,"35,581.34","35,086.46","35,631.13","34,897.68",164.34M,2.73%
22-May-19,"34,637.14","33,618.29","34,698.56","33,618.29",140.77M,3.57%
21-May-19,"33,442.10","33,260.94","33,549.62","32,852.23",127.62M,0.58%
20-May-19,"33,250.54","33,037.18","33,322.39","32,352.40",132.06M,0.25%
17-May-19,"33,166.62","33,933.67","33,944.16","33,005.99",63.32M,-2.37%
16-May-19,"33,971.12","34,361.39","34,416.46","33,574.85",85.08M,-0.93%
15-May-19,"34,291.65","33,998.92","34,443.91","33,946.93",92.19M,1.20%
14-May-19,"33,885.09","33,932.93","34,067.27","33,691.66",82.18M,-0.05%
13-May-19,"33,900.38","34,850.59","35,227.92","33,779.66",89.96M,-2.35%
10-May-19,"34,716.53","34,856.43","34,875.70","34,646.97",30.12M,-0.49%
9-May-19,"34,887.64","35,025.23","35,300.26","34,828.94",60.13M,-0.42%
8-May-19,"35,035.03","35,666.78","35,697.73","34,849.84",86.78M,-1.67%
7-May-19,"35,631.06","35,597.80","35,806.33","35,491.20",54.58M,0.07%
6-May-19,"35,605.42","36,127.08","36,191.43","35,570.38",54.35M,-1.43%
3-May-19,"36,122.95","36,544.90","36,556.42","36,071.10",48.58M,-1.16%
2-May-19,"36,547.63","36,776.22","36,857.75","36,508.22",50.97M,-0.64%
30-Apr-19,"36,784.44","36,993.38","37,037.30","36,708.20",82.53M,-0.65%
29-Apr-19,"37,026.27","37,201.59","37,437.72","36,949.92",132.61M,-0.28%
26-Apr-19,"37,130.63","36,806.86","37,158.35","36,787.44",109.32M,0.91%
25-Apr-19,"36,796.03","36,520.00","36,914.41","36,515.16",84.27M,0.80%
24-Apr-19,"36,504.25","36,375.22","36,733.05","36,332.28",93.22M,0.28%
23-Apr-19,"36,404.03","36,901.24","36,911.61","36,136.11",95.42M,-1.35%
22-Apr-19,"36,901.69","37,474.80","37,479.27","36,839.29",104.28M,-1.05%
19-Apr-19,"37,292.47","36,827.08","37,729.12","36,818.16",139.07M,1.31%
18-Apr-19,"36,811.86","36,737.51","36,919.95","36,419.36",151.84M,0.16%
17-Apr-19,"36,752.57","37,385.04","37,418.67","36,692.21",123.09M,-1.68%
16-Apr-19,"37,381.95","37,519.57","37,635.56","37,339.21",95.32M,-0.33%
15-Apr-19,"37,504.08","37,431.00","37,698.79","37,281.15",134.91M,0.45%
12-Apr-19,"37,337.87","36,788.89","37,420.92","36,741.70",125.96M,1.50%
11-Apr-19,"36,787.64","36,555.20","36,910.03","36,499.34",101.70M,0.57%
10-Apr-19,"36,579.32","37,138.79","37,170.36","36,464.85",73.30M,-1.48%
9-Apr-19,"37,129.97","36,906.30","37,270.58","36,593.20",108.85M,0.56%
8-Apr-19,"36,921.91","37,552.90","37,552.90","36,738.96",73.33M,-1.60%
5-Apr-19,"37,521.81","37,517.13","37,592.27","37,307.14",48.07M,0.02%
4-Apr-19,"37,516.11","38,037.79","38,042.60","37,413.09",63.15M,-1.33%
3-Apr-19,"38,022.80","38,050.80","38,119.14","37,855.09",63.00M,-0.03%
2-Apr-19,"38,036.03","38,423.14","38,557.74","37,932.29",65.30M,-0.83%
1-Apr-19,"38,354.85","38,633.56","38,633.56","38,211.08",39.70M,-0.76%
29-Mar-19,"38,649.34","38,555.65","38,733.37","38,483.46",82.77M,0.25%
28-Mar-19,"38,552.95","38,960.67","38,960.67","38,418.90",54.35M,-1.06%
27-Mar-19,"38,965.01","38,382.06","38,981.12","38,369.12",91.76M,1.66%
26-Mar-19,"38,329.13","38,161.08","38,372.89","38,039.69",50.86M,0.53%
25-Mar-19,"38,128.66","38,520.35","38,520.35","38,053.15",36.49M,-1.05%
22-Mar-19,"38,531.87","38,437.17","38,721.05","38,389.86",54.20M,0.38%
21-Mar-19,"38,384.71","38,548.18","38,593.48","38,202.28",55.29M,-0.42%
20-Mar-19,"38,547.76","38,600.56","38,666.55","38,427.64",56.16M,-0.17%
19-Mar-19,"38,612.37","38,913.36","39,011.54","38,528.11",54.80M,-0.62%
18-Mar-19,"38,851.95","38,355.84","38,882.82","38,161.72",74.81M,1.42%
15-Mar-19,"38,306.95","38,799.91","38,839.01","38,187.48",100.36M,-1.29%
14-Mar-19,"38,808.61","38,936.09","38,999.39","38,751.60",58.90M,-0.31%
13-Mar-19,"38,928.93","38,874.25","39,060.58","38,828.52",67.53M,0.08%
12-Mar-19,"38,896.49","38,937.01","39,030.25","38,648.12",54.16M,-0.07%
11-Mar-19,"38,924.11","39,012.48","39,146.44","38,875.82",50.34M,-0.07%
8-Mar-19,"38,950.23","39,313.75","39,323.43","38,866.69",46.12M,-0.88%
7-Mar-19,"39,294.10","39,662.44","39,747.18","39,257.99",46.36M,-0.69%
6-Mar-19,"39,568.10","39,718.18","39,845.59","39,494.88",61.61M,-0.30%
5-Mar-19,"39,688.51","39,775.16","39,955.28","39,598.97",126.66M,-0.15%
4-Mar-19,"39,749.74","39,550.18","39,841.74","39,499.36",141.76M,0.53%
1-Mar-19,"39,539.01","39,083.98","39,713.42","39,083.98",94.70M,1.24%
28-Feb-19,"39,054.60","38,815.24","39,149.33","38,558.45",102.34M,0.94%
27-Feb-19,"38,692.69","38,630.12","38,857.90","37,330.38",178.89M,-0.33%
26-Feb-19,"38,821.67","39,421.88","39,421.88","38,726.73",104.83M,-1.98%
25-Feb-19,"39,606.79","39,990.34","40,046.25","39,550.65",44.19M,-1.02%
22-Feb-19,"40,016.13","39,982.37","40,082.21","39,799.93",66.27M,-0.14%
21-Feb-19,"40,070.71","40,317.66","40,416.53","39,882.23",76.30M,-0.52%
20-Feb-19,"40,279.38","39,943.99","40,330.04","39,688.75",89.40M,0.81%
19-Feb-19,"39,957.07","40,242.45","40,320.58","39,941.97",56.02M,-0.65%
18-Feb-19,"40,219.47","40,605.13","40,654.65","40,000.11",57.94M,-0.66%
15-Feb-19,"40,486.67","40,515.20","40,646.39","40,361.03",46.64M,-0.05%
14-Feb-19,"40,506.98","40,544.99","40,589.15","40,318.01",58.30M,-0.09%
13-Feb-19,"40,544.11","40,692.74","40,839.09","40,484.58",102.39M,-0.13%
12-Feb-19,"40,596.28","40,326.19","40,637.26","40,269.00",91.16M,0.67%
11-Feb-19,"40,326.53","41,038.02","41,076.26","40,218.37",87.57M,-1.37%
8-Feb-19,"40,887.35","41,358.68","41,453.10","40,790.60",124.64M,-1.08%
7-Feb-19,"41,332.75","41,529.25","41,606.27","41,289.12",64.17M,-0.42%
6-Feb-19,"41,505.68","41,693.37","41,766.93","41,417.82",118.36M,-0.26%
4-Feb-19,"41,614.39","41,209.08","41,630.13","41,209.08",138.38M,1.22%
1-Feb-19,"41,112.71","40,810.70","41,207.97","40,793.36",127.55M,0.77%
31-Jan-19,"40,799.52","40,635.66","40,860.79","40,635.66",125.88M,0.47%
30-Jan-19,"40,607.12","40,644.33","40,776.92","40,530.69",53.85M,-0.04%
29-Jan-19,"40,624.39","40,421.95","40,647.97","40,307.23",73.70M,0.51%
28-Jan-19,"40,420.09","40,277.09","40,465.15","40,261.39",68.02M,0.39%
25-Jan-19,"40,264.78","40,307.01","40,379.95","40,165.72",116.78M,-0.06%
24-Jan-19,"40,289.16","40,592.67","40,609.03","40,221.34",158.76M,0.58%
23-Jan-19,"40,057.85","39,971.54","40,198.28","39,905.03",106.62M,0.39%
22-Jan-19,"39,902.21","39,557.26","39,959.22","39,485.76",88.46M,0.91%
21-Jan-19,"39,543.77","39,345.13","39,812.36","39,345.13",77.05M,0.60%
18-Jan-19,"39,306.50","39,243.22","39,390.77","39,091.52",121.61M,0.16%
17-Jan-19,"39,243.89","39,265.66","39,294.47","38,780.37",78.83M,-0.07%
16-Jan-19,"39,271.94","39,608.15","39,622.47","39,225.41",69.18M,-0.86%
15-Jan-19,"39,614.17","39,430.20","39,711.92","39,358.16",89.30M,0.51%
14-Jan-19,"39,412.55","39,177.03","39,504.49","39,139.43",83.82M,0.93%
11-Jan-19,"39,049.08","39,116.62","39,278.20","38,780.18",91.60M,-0.11%
10-Jan-19,"39,090.28","39,023.67","39,225.55","38,997.55",66.45M,0.43%
9-Jan-19,"38,921.69","39,201.03","39,267.53","38,816.50",96.86M,-0.33%
8-Jan-19,"39,052.50","38,632.14","39,148.92","38,599.75",105.12M,1.27%
7-Jan-19,"38,562.40","37,621.24","38,626.80","37,621.24",103.49M,2.70%
4-Jan-19,"37,547.49","37,565.24","37,813.99","37,474.66",37.89M,0.01%
